File Name,Pre-signed URL
Dunmar-Alexandria-Rec3_chunk4.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Alexandria-Rec3_chunk4.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=99d8793034180a32bbbec3e3659dc9efc56580a7423f05a4d48eeac7afbcf246
Dunmar-Alexandria-Rec3_chunk5.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Alexandria-Rec3_chunk5.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=31ee4e9367ebaf2c23f15f31c9df637ee6d1fb3c943fdf7321d004e6a037b9fd
Dunmar-Alexandria-Rec3_chunk6.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Alexandria-Rec3_chunk6.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=c6265c8998c5ea50b98559a057ce3b6996eaa036d478fe70c90433268fa4e020
Dunmar-Alexandria-Rec3_chunk7.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Alexandria-Rec3_chunk7.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=f828cc360df5eaf734b4875f16595afc2e31fef92d066f5e12193f8d29301e5d
Dunmar-Alexandria-Rec3_chunk8.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Alexandria-Rec3_chunk8.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=e8c6514c0374e2a719334188af43914a3812c3ea6a6c88c14d1a814463a1e16c
Dunmar-Alexandria-Rec3_chunk9.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Alexandria-Rec3_chunk9.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=cedc578e0e3e7e016f8d44b7fbe39e59f0a4de97f53afb52ec7ee45d928bbdbb
Dunmar-CO-Rec1_chunk1.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec1_chunk1.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=5297b158f0044f36e7623ff708cab0015ea6931588b33fc2fdd77ea58e9ae146
Dunmar-CO-Rec1_chunk2.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec1_chunk2.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=7c070ead4fbac40d3987528c90d231c51fde07eebf43cef6c4fd4384bd9aa582
Dunmar-CO-Rec1_chunk3.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec1_chunk3.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=90b37514124cfa28c6a0dd980b63f564c3feaf54b4690819b4f6a7f02a6d90d0
Dunmar-CO-Rec1_chunk4.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec1_chunk4.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=412244b0368248799e81c1c58479036619330b697ce68100e06e7fb29d57e22c
Dunmar-CO-Rec1_chunk5.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec1_chunk5.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=6632c666b4657df7066091077c61b38cfe7db91c56c3047995d4734192b26fe1
Dunmar-CO-Rec1_chunk6.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec1_chunk6.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=2bc83e901c023a51e1b1701a65e8fd5dc21eed12cf29af76811ce6907786d515
Dunmar-CO-Rec2_chunk1.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec2_chunk1.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=2122ad3c46d94b49586967c004bee3d8973c004edb317e53e5c56cec5f3b08d6
Dunmar-CO-Rec2_chunk2.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec2_chunk2.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=1dc43dca46001762558647e6f3c866582ab4dccfce8ec00efc05b6c00a0883ce
Dunmar-CO-Rec2_chunk3.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec2_chunk3.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=9bf62cfddc1e69702a17ddfc10e125677121a9b5fd0d7d86878781c9cd6c8324
Dunmar-CO-Rec2_chunk4.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec2_chunk4.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=8425480ee0f9a8097aee970c117484ba1b90c3a348a936ce3fe71f9b0ee0d357
Dunmar-CO-Rec2_chunk5.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec2_chunk5.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=0ed8da2286563acbe4fc01bd28229843952e00695e3932a78ffb8a31269d4389
Dunmar-CO-Rec3_chunk1.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec3_chunk1.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=a1f4d668e2e73633cdb9288ce89f2384162456e8a4d0c2fe27cf0a87c2fa7472
Dunmar-CO-Rec3_chunk2.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec3_chunk2.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=28e19b80b1a7592816ff3ba72221a68ac54bdb3ffbd1f2d75431393ce6ab882a
Dunmar-CO-Rec3_chunk3.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec3_chunk3.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=eb0ac5edc7df267f5b1cd0bbce3bdd45827ab581551bd927ea9615e421da99ef
Dunmar-CO-Rec3_chunk4.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec3_chunk4.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=52af49a90c9b04a2a6cd83519c6a2854ea5db79518729ab73cda6216a9178581
Dunmar-CO-Rec4_chunk1.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec4_chunk1.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=a23be759b76f01396990bf52b18282bc84fccd559b86b342eb05c2ab078546ba
Dunmar-CO-Rec4_chunk2.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec4_chunk2.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=0c9b974106c1babf45640f1b2de31e7e7bfd8860b452c6fbc3b974eb6941fc9f
Dunmar-CO-Rec5_chunk1.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec5_chunk1.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=43feb9e77b78ebdaa9d8b8ed053761dfc4f62f99e45fed72883f035612ca66c4
Dunmar-CO-Rec5_chunk2.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-CO-Rec5_chunk2.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=4fee3d70a1cab433df4e2effb2402f30bb292ce89f80d957def689e4f613a4aa
Dunmar-Cape-Rec1_chunk1.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec1_chunk1.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=34a929792c1f2ad78fd9a38ec9e2cf4f9111f6922b58eb437a57ca1488e207e9
Dunmar-Cape-Rec1_chunk2.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec1_chunk2.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=23aa2ebd4cbf1576bb3fdd5759544881acae2193124282afe0a31215217b7a19
Dunmar-Cape-Rec1_chunk3.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec1_chunk3.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=33499c70e2f801de88f546c71b454eb0bd8ae6d7a218d4842db288e84780c08e
Dunmar-Cape-Rec2_chunk1.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec2_chunk1.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=1f3fb61e4cbae30f83bb2fc2ac1df9361a9923d1ae5565ebb8d2054633564123
Dunmar-Cape-Rec2_chunk2.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec2_chunk2.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=db22e30b54abb3c154e5bafa4b8888b16983b73e0856327c023bf0dbaf301f00
Dunmar-Cape-Rec2_chunk3.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec2_chunk3.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=9faf9d5563f1623d7bc36eb9bf486026b2a6da41cc66a5bcd97dae18389606df
Dunmar-Cape-Rec2_chunk4.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec2_chunk4.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=d66b08b5c386ebae463d53c4386a4f4b46afcb14825bf6792ee2f39203adf647
Dunmar-Cape-Rec3_chunk1.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec3_chunk1.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=892719672a7f49fe63e0b8a2e8dc351b7d4ffbd394a938ee61128230d592d6cf
Dunmar-Cape-Rec3_chunk2.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec3_chunk2.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=a3ccba153c796080d0105410b375b95c57d5e5f58a58f250a449e314e927a9a6
Dunmar-Cape-Rec3_chunk3.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec3_chunk3.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=f2ccc5b8cc266749700606c2a12956f031c885e2278ffa8abdc18fcc816c7311
Dunmar-Cape-Rec4_chunk1.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec4_chunk1.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=126a5cf71dbae70015622494d65fd81ea49df730b925bf72d749c6fc0bf0d6c1
Dunmar-Cape-Rec4_chunk2.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec4_chunk2.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=db93ee0c50d408bbe136cfba3038c22c140ed4c9130c07b294add02e4035789e
Dunmar-Cape-Rec4_chunk3.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec4_chunk3.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=1121c282fd92e6f4bb918ee2d6298d830b0f934f9db6531da7cf17ec3191a7b9
Dunmar-Cape-Rec4_chunk4.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec4_chunk4.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=f6fe900d33da0160b3e904c51f6ba10c6e59e902757c0ae737cbe720fd4c1998
Dunmar-Cape-Rec4_chunk5.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec4_chunk5.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=8759492deb447162acca4c75203e8a8fbc553132b68b6ee192beb8cfe2fe365d
Dunmar-Cape-Rec4_chunk6.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec4_chunk6.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=67760984f85b282da1b5ac47bb0653c0d0f0e5b6b131370895266165392e629a
Dunmar-Cape-Rec4_chunk7.mp3,https://taelgar-session-audio.s3.amazonaws.com/Dunmar-Cape-Rec4_chunk7.mp3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA3ISBVVQPIFLC2GXP%2F20241007%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20241007T135829Z&X-Amz-Expires=7200&X-Amz-SignedHeaders=host&X-Amz-Signature=4629bad48b3501291cbab8b1bbbc4979dee0880ad902be5ef8597e47f668c38b
